iter	Logloss
0	0.6202018248
1	0.5600869627
2	0.5057580797
3	0.4521952302
4	0.4081669461
5	0.3668582932
6	0.3373391827
7	0.3065575942
8	0.2813655752
9	0.2603164883
10	0.2364231694
11	0.2145258293
12	0.1933872503
13	0.1793437057
14	0.1679889547
15	0.1530670819
16	0.1410047219
17	0.1317097829
18	0.1223762946
19	0.1143894934
20	0.106653821
21	0.1018586909
22	0.09446811956
23	0.08901411258
24	0.08481589859
25	0.08173883607
26	0.07687575423
27	0.07360325475
28	0.07080257664
29	0.06815349039
30	0.06602489488
31	0.06371593415
32	0.06033102102
33	0.05867779174
34	0.05697023857
35	0.05556001788
36	0.05349562628
37	0.05206271139
38	0.05064597614
39	0.0495107614
40	0.04789578463
41	0.04645884341
42	0.0448272006
43	0.04368171399
44	0.04233253252
45	0.04110369754
46	0.03994666697
47	0.03832019742
48	0.03769671209
49	0.03698263896
50	0.03630482924
51	0.03548233837
52	0.03489166777
53	0.03431299487
54	0.0335763006
55	0.03279324995
56	0.03197927023
57	0.03092085911
58	0.03048102534
59	0.02958569183
60	0.02904262402
61	0.02857227486
62	0.02773061827
63	0.02735796401
64	0.02698018303
65	0.02657820339
66	0.02583866705
67	0.02537646709
68	0.02497018061
69	0.02471816812
70	0.02423641773
71	0.02388429134
72	0.02363846767
73	0.0233260605
74	0.02299030839
75	0.02261889229
76	0.02202311904
77	0.02169933798
78	0.02124697447
79	0.02094597248
80	0.0207616716
81	0.02052284908
82	0.02030474279
83	0.0199966473
84	0.01980275675
85	0.01962074058
86	0.01940396149
87	0.01917305168
88	0.01890779007
89	0.01860030776
90	0.01837852062
91	0.01803571358
92	0.01774385373
93	0.01767743187
94	0.01735984814
95	0.01719463526
96	0.0170636935
97	0.01682241499
98	0.01668937453
99	0.01649806227
100	0.01636021597
101	0.01606133015
102	0.01584137523
103	0.01572906181
104	0.01553298143
105	0.01534427333
106	0.01515708318
107	0.0149664593
108	0.01474939462
109	0.01455048458
110	0.01448127831
111	0.01439989153
112	0.01413300593
113	0.01391916904
114	0.01378850898
115	0.01362975398
116	0.0134587417
117	0.01334588161
118	0.01323562676
119	0.01311023404
120	0.01290667329
121	0.0127957022
122	0.01267710522
123	0.01261798757
124	0.01244424299
125	0.01230967625
126	0.01224388946
127	0.01209595419
128	0.01199768777
129	0.01191433451
130	0.01178293651
131	0.01172398176
132	0.01152895015
133	0.01140941168
134	0.01128636146
135	0.01119813326
136	0.01105556048
137	0.01102248865
138	0.01096222554
139	0.01085892072
140	0.01067490444
141	0.01055487916
142	0.01047103354
143	0.01035185473
144	0.01030095824
145	0.01021738942
146	0.0101184483
147	0.01004222638
148	0.009938027491
149	0.00986045343
150	0.009732769296
151	0.009657238973
152	0.00959562565
153	0.009534076385
154	0.00949514343
155	0.00943409859
156	0.009336261628
157	0.009244084135
158	0.009137702934
159	0.009101494502
160	0.009020181394
161	0.008971375561
162	0.008908979446
163	0.008796850705
164	0.008729480605
165	0.008637225188
166	0.008498281557
167	0.008415582469
168	0.008338238302
169	0.008261465544
170	0.008206650817
171	0.008159969659
172	0.008091329608
173	0.008018339407
174	0.007940371826
175	0.007874050984
176	0.007787272999
177	0.007730976869
178	0.00765981664
179	0.007592285776
180	0.007529843918
181	0.007471879443
182	0.007420997016
183	0.007372738942
184	0.007312413894
185	0.007247278886
186	0.007208616945
187	0.007083751612
188	0.007044476206
189	0.006924582764
190	0.006869342705
191	0.00678575957
192	0.006759485467
193	0.006723820423
194	0.0066362667
195	0.006608501915
196	0.006529594364
197	0.00644651147
198	0.006369117078
199	0.006259106382
200	0.006213825042
201	0.006150551785
202	0.006125101276
203	0.006068466471
204	0.006038201243
205	0.005964641838
206	0.005920807648
207	0.005886280251
208	0.005862833262
209	0.00576937517
210	0.005718456841
211	0.00565539178
212	0.005613995013
213	0.005579548934
214	0.00554970524
215	0.005510574062
216	0.005471613413
